no_PO,no_SJ,customer_name,delivery_time
1DZ1POI23000538,SJ/SMR/MT/23/IX/2112,SAT JAMBI,2023-09-04
2JZ1POI23000746,SJ/SMR/MT/23/IX/2113,SAT CIANJUR,2023-09-04
JZ01POI23001374,SJ/SMR/MT/23/IX/2115,SAT CILENGSI,2023-09-04
TZ01POI23001184,SJ/SMR/MT/23/IX/2116,SAT BALARAJA TIMUR,2023-09-04
QZ01POH23010410,SJ/SMR/MT/23/IX/2101,SAT BALI,2023-09-04
XZ01POH23012706,SJ/SMR/MT/23/IX/2099,SAT BOGOR,2023-09-04
JZ01POI23001372,SJ/SMR/MT/23/IX/2114,SAT CILENGSI,2023-09-04
1DZ1POI23000536,SJ/SMR/MT/23/IX/2111,SAT JAMBI,2023-09-04
1PZ1POH23008785,SJ/SMR/MT/23/IX/2100,SAT PONTIANAK,2023-09-04
XZ01POH23012704,SJ/SMR/MT/23/IX/2098,SAT BOGOR,2023-09-04
SHZ1POI23001959,SJ/SMR/MT/23/IX/2135,MIDI TANGERANG,2023-09-06
XZ01POI23001173,SJ/SMR/MT/23/IX/2142,SAT BOGOR,2023-09-06
XZ01POI23001175,SJ/SMR/MT/23/IX/2143,SAT BOGOR,2023-09-06
CZ01POI23001228,SJ/SMR/MT/23/IX/2144,SAT BEKASI,2023-09-06
2AZ1POI23001356,SJ/SMR/MT/23/IX/2150,SAT REMBANG,2023-09-06
2AZ1POI23001358,SJ/SMR/MT/23/IX/2151,SAT REMBANG,2023-09-06
BZ01POI23001739,SJ/SMR/MT/23/IX/2152,SAT BANDUNG,2023-09-06
BZ01POI23001741,SJ/SMR/MT/23/IX/2153,SAT BANDUNG,2023-09-06
MZ01POI23001641,SJ/SMR/MT/23/IX/2154,SAT MALANG,2023-09-06
MZ01POI23001643,SJ/SMR/MT/23/IX/2155,SAT MALANG,2023-09-06
NZ01POI23001570,SJ/SMR/MT/23/IX/2156,SAT BANDUNG,2023-09-06
NZ01POI23001572,SJ/SMR/MT/23/IX/2157,SAT BANDUNG,2023-09-06
WZ01POI23002220,SJ/SMR/MT/23/IX/2158,SAT MEDAN,2023-09-06
